autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,latent_x,latent_y,latent_z
Aoshow led,How to setup Madmapper connect PSAC2 box(Power +Artnet Controller)control WS2812B LED Pixel Bar Tube,https://www.youtube.com/watch?v=3FuJqzdt2os,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",389,2022-08-10,-53.03,-45.53,-20.41
Pablo Garrido,Mapping Fluid WebgL Syphon Firefox Resolume,https://www.youtube.com/watch?v=L5861jvmKr8,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",383,2015-08-12,-22.17,56.59,33.49
Pablo Garrido,tcpsyphon a tcpspout,https://www.youtube.com/watch?v=DvEWWmBusUI,Beginner Guides (Beginner Guides),379,2015-08-12,104.21,-17.85,-72.03
academicVids,Grabar la salida de MadMapper con OBS-Studio,https://www.youtube.com/watch?v=xSDyZLroIes,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",379,2021-08-10,-25.94,120.0,36.98
Pixel bar Jack,Showjockey Artnet to DMX box Artnetnode DMX LED controller compatible with Madmapper Madrix Resolume,https://www.youtube.com/watch?v=jgzal_B5W3w,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",372,2024-08-09,-70.91,-30.58,-51.32
Spatial Acuity,Laser Scan to Mesh | Projection Mapping | Spatial Acuity,https://www.youtube.com/watch?v=ACuGmptlJ3M,"Surface Creation & Masking (Surface Creation & Masking, 3D Projection Mapping & Calibration, Laser Control & Hardware)",364,2019-08-11,17.68,-108.63,25.63
3Dmotion Experiencia interactivas,MADMAPPER load project,https://www.youtube.com/watch?v=HBSGQYV8rTM,LED Strip Pixel Mapping (LED Strip Pixel Mapping),362,2018-08-11,-102.49,11.96,45.95
SONA LIGHTING LTD.,Artnet (madrix /dmx) pixel led bar,https://www.youtube.com/watch?v=sgJ324WNjMU,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",352,2020-08-10,-101.73,-24.62,-28.55
Aoshow led,How to use Madmapper connect PSAC(power supply+Artnet controller)Control WS2812B LED Pixel Bar Tube,https://www.youtube.com/watch?v=HEpoyA_DcgA,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",338,2023-08-10,-46.49,-36.76,-37.4
VJN creativevisuals (VJNVFX),MAD MAPPER TUTORIAL INTERFACE BASICS,https://www.youtube.com/watch?v=amwWop48RqA,"Beginner Guides (Beginner Guides, Procedural Shaders & ISF Materials)",327,2020-08-10,-0.57,49.32,-79.66
Introdução ao Video Mapping com MadMapper,"Tutorial MadMapper 4 - Montando setup, conectando com madmapper, e projetando em superficie 3d",https://www.youtube.com/watch?v=QbS2HVN-L5M,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),317,2018-08-11,-25.81,-26.53,36.11
Wicked Lasers and MadMapper The Mapping Software,Laser Banding - Ultimate tutorial with LaserCube and MadMapper,https://www.youtube.com/watch?v=kFP-dh14Sgk,Laser Control & Hardware (Laser Control & Hardware),312,2026-08-08,-38.76,-101.14,-83.8
Pixel bar Jack,Madmapper Garagecube with Showjockey's DMX Pixel rgb tubes. Customized LED pixel bar strip,https://www.youtube.com/watch?v=otXoRfEYM5k,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",311,2022-08-10,-112.57,-7.67,-19.7
ProjectileObjects and vidvox,Installing VDMX6 (and VDMX6 Plus) for the First Time,https://www.youtube.com/watch?v=NbE6qX-IPtE,Beginner Guides (Beginner Guides),296,2026-05-11,53.53,2.09,-102.79
Sophie King,Modul8 & MadMapper,https://www.youtube.com/watch?v=FKzl4491E5s,Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials),290,2018-08-11,-38.72,53.03,-73.26
3Dmotion Experiencia interactivas,FIRST LED MAPPING TOURNAMENT IN THE WORLD,https://www.youtube.com/watch?v=FEt9GWwA6Fc,LED Strip Pixel Mapping (LED Strip Pixel Mapping),289,2018-08-11,-109.17,-11.84,69.52
michael saenz,Mad mapper video,https://www.youtube.com/watch?v=IYY2U0mgLvk,Beginner Guides (Beginner Guides),288,2014-08-12,28.7,-0.84,-11.11
Z_Unity,AE to spout to Unity to Resolume,https://www.youtube.com/watch?v=uFlR-QDWx-I,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",282,2021-08-10,-28.57,58.79,58.38
birthCenter Productions,Klaksyphon Videolab Madness,https://www.youtube.com/watch?v=moamZZdLV7w,Beginner Guides (Beginner Guides),270,2019-08-11,87.07,-17.28,-30.3
Introdução ao Video Mapping com MadMapper,Tutorial MadMapper - Video Mapping,https://www.youtube.com/watch?v=rJTGt1Jm7io,Beginner Guides (Beginner Guides),258,2018-08-11,27.83,-15.44,-35.97
Caroline Blanton,Projection Mapping Installation (MadMapper),https://www.youtube.com/watch?v=i469j4ozHhs,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),257,2016-08-11,25.29,-9.96,68.43
IPixelInc,Mapping onto 3D cubes with Resolume and Mad mapper,https://www.youtube.com/watch?v=K12u0pgzTXk,"3D Projection Mapping & Calibration (3D Projection Mapping & Calibration, DMX & ArtNet Lighting Output)",256,2019-08-11,-38.61,17.91,63.94
Gabriella Paolini,MadMapper 3,https://www.youtube.com/watch?v=ZcSnMmD7Ykc,Beginner Guides (Beginner Guides),256,2019-08-11,-65.09,60.22,94.52
Laserowski,Madmapper 4 (with a 3.7.5 project) in my livingroom.,https://www.youtube.com/watch?v=gtXwViBm92s,Beginner Guides (Beginner Guides),253,2020-08-10,75.37,-55.09,-25.93
WayneSablesProject,Menu in MadMapper,https://www.youtube.com/watch?v=yFgY2W_xwUc,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),249,2021-08-10,7.26,-3.95,54.08
Leon SHIH,processing + Madmapper,https://www.youtube.com/watch?v=KRv0ItGg-lI,Beginner Guides (Beginner Guides),239,2019-08-11,75.9,-19.6,-61.24
Alan Peterson,MadMapper demo @ Bare Pool # 8,https://www.youtube.com/watch?v=mkxzTCHuUXE,Beginner Guides (Beginner Guides),230,2012-08-12,50.2,-66.09,-27.8
Bars & Tone / 화면조정,How to record your final project in Spout2,https://www.youtube.com/watch?v=VTy6MT1H80U,Beginner Guides (Beginner Guides),228,2019-08-11,76.79,-76.0,-35.0
UsBpwnzz,how to download spout,https://www.youtube.com/watch?v=QPZXoMnb4wk,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",225,2012-08-12,-40.31,77.44,50.47
아름답다_knowthyself,Line Effect Test : MADmapper,https://www.youtube.com/watch?v=Q84MDc5tqpQ,Beginner Guides (Beginner Guides),218,2023-08-10,27.86,-73.69,-49.66
Tradera Regerar,Madmapper 4 beta tryout,https://www.youtube.com/watch?v=J2_pS6Tjwxo,Beginner Guides (Beginner Guides),210,2020-08-10,20.7,-48.15,-68.32
Pixel bar Jack,"DMX RGB Pixel Tube DMX Super Scenografix Bar DMX 512 madmapper,lep mapping",https://www.youtube.com/watch?v=D4q-eTVL8l0,DMX & ArtNet Lighting Output (DMX & ArtNet Lighting Output),198,2022-08-10,-86.1,-17.79,-82.64
WayneSablesProject,Mesh Warping in MadMapper,https://www.youtube.com/watch?v=zNoU-uS9Mc4,"Surface Creation & Masking (Surface Creation & Masking, 3D Projection Mapping & Calibration)",193,2026-02-10,21.76,-88.44,34.76
Pixel bar Jack,DMX led mapping bar RGB Tube for DJ Nightclub bar hotel KTV decoration light Madrix Madmapper,https://www.youtube.com/watch?v=ig2orAw0P9o,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",183,2023-08-10,-120.0,-20.29,-42.32
DoktorAndy,ProjectionMapping,https://www.youtube.com/watch?v=vC7Ee3rC6Vo,Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials),148,2015-08-12,-29.61,36.36,-60.69
KaDanceMix,ISF shader rendered with Metal.,https://www.youtube.com/watch?v=nGb_wWMPUN8,Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials),135,2020-08-10,-50.8,39.29,-55.24
Jay Em,MAPPING TEST.  RESOLUME/HEAVYM/SYPHON-SPOUT,https://www.youtube.com/watch?v=y8DG_ojEuQc,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",128,2017-08-11,-16.99,78.94,47.29
Paul Mortimore,Phoebus – Audiovisual installation MadMapper and GarageCube LED,https://www.youtube.com/watch?v=2o-loPtPc8s,"3D Projection Mapping & Calibration (3D Projection Mapping & Calibration, LED Strip Pixel Mapping, Procedural Shaders & ISF Materials, Laser Control & Hardware)",127,2020-08-10,-17.93,-13.85,0.08
Zap,Spatial Scanner - Collecting Blue Loot,https://www.youtube.com/watch?v=l5U-YdBZNRI,Spatial Scanner 3D Reconstruction (Spatial Scanner 3D Reconstruction),123,2016-08-11,1.76,73.67,-20.93
SCVISIONS,"Dirtycake: MONSTER - Madlight, Madmapper, CoGe, Modul8 (GoldenCrookz)",https://www.youtube.com/watch?v=zr1SjZrNhE8,LED Strip Pixel Mapping (LED Strip Pixel Mapping),100,2015-08-12,-87.57,-6.02,85.26
Pixel bar Jack,"DMX led pixel mapping tubes Digital Led Strip for DJ Club support Madrix, Madmapper, Arena Resolume",https://www.youtube.com/watch?v=9AksprDQl2o,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",96,2023-08-10,-112.06,13.84,-0.15
CreAsiaN,Mapping with Madmapper (Lost In Time),https://www.youtube.com/watch?v=cLISnLfP0Gk,Beginner Guides (Beginner Guides),96,2014-08-12,68.36,-0.63,-81.69
TECHLIFE LAB,TLAESyphon,https://www.youtube.com/watch?v=-bRut_GKlmc,Beginner Guides (Beginner Guides),93,2015-08-12,64.95,-17.67,-33.67
Cj N2,syphon testing,https://www.youtube.com/watch?v=Khh7HDkdwNc,"3D Projection Mapping & Calibration (3D Projection Mapping & Calibration, Syphon, Spout & NDI Video Routing)",86,2014-08-12,30.95,62.92,58.62
Phillip Andrews,ART EXHIBIT sculptural projection concept promo,https://www.youtube.com/watch?v=bbOlgqmb-wk,"Surface Creation & Masking (Surface Creation & Masking, Procedural Shaders & ISF Materials)",81,2022-08-10,-14.71,-79.41,24.06
Promedia Cine,SPOT WORKSHOP MODUL8 E INTRODUCCION A  MADMAPPER,https://www.youtube.com/watch?v=zqXB9Uu2JVA,Beginner Guides (Beginner Guides),70,2018-08-11,39.37,-23.01,-120.0
Phoenix Shipyards tF,Spatial Scanner demo,https://www.youtube.com/watch?v=LXHaaL6n1N8,Spatial Scanner 3D Reconstruction (Spatial Scanner 3D Reconstruction),68,2016-08-11,28.88,93.42,-20.9
Cooperativa de la Imagen,Workshop Pixel Mapping,https://www.youtube.com/watch?v=RwMY-VUQ8Mg,LED Strip Pixel Mapping (LED Strip Pixel Mapping),64,2019-08-11,-86.82,-5.73,38.21
Darius Powell,Chesterfield    MadMapper 3 6 1 26 02 2019 22 02 58,https://www.youtube.com/watch?v=uVL4qfwQ1Ls,Beginner Guides (Beginner Guides),63,2019-08-11,71.93,-63.36,22.73
Yuheng Sun,Projection Practice | Use MadMapper to project on different surfaces,https://www.youtube.com/watch?v=U_-oqeWseMs,Beginner Guides (Beginner Guides),50,2023-08-10,86.34,-63.65,-7.75
Ethan Billings,"MadMapper for ""I Project Raccoons"" Back wall",https://www.youtube.com/watch?v=r_1InK473CA,Beginner Guides (Beginner Guides),30,2023-08-10,95.45,-55.37,-37.06
Big Horn,Connecting Madmapper to the new LED ring,https://www.youtube.com/watch?v=fROB6Kx5MLg,LED Strip Pixel Mapping (LED Strip Pixel Mapping),30,2021-08-10,-69.29,-19.51,44.77
Spaces Real Estate Co.,VIDEO 3 FOR MADMAPPER,https://www.youtube.com/watch?v=sNVOMYPuh4Q,Beginner Guides (Beginner Guides),25,2020-08-10,39.1,-29.44,-27.68
Anthony Diehl,Madmapper 101,https://www.youtube.com/watch?v=2fPN0PBo7IM,Beginner Guides (Beginner Guides),0,2012-08-12,54.93,-26.82,-50.95
