autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,latent_x,latent_y,latent_z
Eitan Rieger.design,How To Start With Video Projection Mapping Using Resolume Arena - A Quick and Easy Beginners Guide,https://www.youtube.com/watch?v=LQXw5Q14EEA,"Beginner Guides (Beginner Guides, Projection Mapping & Advanced Output)",6918,2023-08-10,38.06,120.0,1.63
TMK Interactive,Sharing Video Streams BETWEEN APPLICATIONS. (Syphon and Spout),https://www.youtube.com/watch?v=mSYbghpzpVY,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",6680,2021-08-10,-16.94,114.19,78.24
Sean Bowes,Improve Efficiency with Hotkeys | Resolume Quick Tip Tutorial,https://www.youtube.com/watch?v=ocMi4iv_ZSA,Beginner Guides (Beginner Guides),6618,2024-08-09,90.57,39.32,48.55
Jascha Süss,Dancing Lines - Resolume Wire Tutorial,https://www.youtube.com/watch?v=a0R2JIplieI,Resolume Wire Generative Patches (Resolume Wire Generative Patches),6570,2025-12-12,8.71,-86.91,3.81
Anton Makarenko,L8 - Resolume Arena - Pixel Mapping,https://www.youtube.com/watch?v=OHtJRtsvDcg,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, Resolume Wire Generative Patches, Pixel Mapping & LED Fixtures)",6393,2021-08-10,11.62,64.84,-40.52
Clen led_stage lighting,Resolume Arena Connection Controller,https://www.youtube.com/watch?v=f45adiszoA4,Pixel Mapping & LED Fixtures (Pixel Mapping & LED Fixtures),6362,2024-08-09,-23.71,68.37,2.62
kellective,Resolume / Syphon test,https://www.youtube.com/watch?v=VkUcqHiZDlc,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",6150,2015-08-12,-10.57,111.69,57.17
Digital Castaway,Using video to drive thousands of LEDs,https://www.youtube.com/watch?v=rAW71aOFIK8,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, Pixel Mapping & LED Fixtures)",6055,2024-08-09,11.74,83.86,-61.12
Resolume VJ Software,Resolume 7.5.0 release video,https://www.youtube.com/watch?v=tDZkSTuBsVg,"Resolume Wire Generative Patches (Resolume Wire Generative Patches, DMX Lighting Control)",6012,2022-08-10,-28.45,-77.25,-5.77
Michael Allar,UE4 + Spout + Resolume Plugin Proof of Concept,https://www.youtube.com/watch?v=Yy8NZFCBMm4,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",5831,2015-08-12,-38.9,67.95,83.8
Resolume VJ Software,Resolume Arena Tutorial - MCP Server,https://www.youtube.com/watch?v=tTNDtI5N_9g,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",5757,2026-05-11,-58.69,12.95,31.64
Norimichi Tomita,[Resolume plugin] GlitchGlitch (made with Wire),https://www.youtube.com/watch?v=LpyPYim1fv4,Resolume Wire Generative Patches (Resolume Wire Generative Patches),5603,2023-08-10,0.63,-92.6,-13.25
Mowgli TV,Projection Mapping in Resolume Avenue! - Tips that also work for Arena,https://www.youtube.com/watch?v=4JJ5SHivP4g,"Beginner Guides (Beginner Guides, Projection Mapping & Advanced Output)",5582,2024-08-09,75.92,112.44,8.3
ioGenerative,Feedback Transforms (Resolume Tutorial),https://www.youtube.com/watch?v=vsfmsAy4-zE,Beginner Guides (Beginner Guides),5571,2022-08-10,66.92,15.5,42.0
STVinMotion,Add Effects Exactly Where You Need Them w/ Clip Position Envelope in Resolume Arena,https://www.youtube.com/watch?v=p1lyUIpUnwM,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",5507,2023-08-10,-70.44,15.19,53.82
DocOptic,"Strangescapes: HD VJ Loops/Clips/Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=x_GfmCF3ecQ,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",5318,2014-08-12,-110.17,-30.08,-19.51
OFF WORLD LIVE,How to live-stream zero-latency video from OBS Studio using Spout,https://www.youtube.com/watch?v=pa-QugmLVtI,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",5270,2022-08-10,14.74,79.41,102.77
Anakadam Syndicate,LED PIXEL MAPPING USE RESOLUME- Led Digital - Resolume - Led pixel mapping,https://www.youtube.com/watch?v=Xpq3-2sU1DI,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, Pixel Mapping & LED Fixtures)",5163,2021-08-10,-13.69,87.09,-36.97
Synesthesia Live,Tutorial: Sending Resolume content to Synesthesia and back,https://www.youtube.com/watch?v=Y9EqLW9rBiM,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",5042,2023-08-10,2.49,65.92,61.93
ioGenerative,Feedback Isolation (Resolume Tutorial),https://www.youtube.com/watch?v=wLB8t51qaDY,Beginner Guides (Beginner Guides),4968,2022-08-10,53.7,12.65,45.47
Resolume VJ Software,Resolume Video Training: 7.1 Input Mapping,https://www.youtube.com/watch?v=_aln9A6BZes,Projection Mapping & Advanced Output (Projection Mapping & Advanced Output),4920,2019-08-11,44.34,63.09,-111.89
VJ SCHOOL,BPM Analyzer — Automatically calculate BPM in Resolume,https://www.youtube.com/watch?v=vrkMMczTP1s,BPM Sync & Audio Reactivity (BPM Sync & Audio Reactivity),4833,2023-08-10,-47.14,-37.89,91.61
Anton S,NDI to Spout with vMix NDI Capture,https://www.youtube.com/watch?v=xXQDW6hcjso,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",4723,2016-08-11,-20.23,73.73,51.51
Sean Bowes,"LAAK | VJ Survival Kit, Making Great Visuals & Surviving in the Industry | Concert Visuals Interview",https://www.youtube.com/watch?v=61Aq83w7uzU,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",4688,2022-08-10,-107.8,22.33,-4.4
Zach ariah,Visuals + VR //// Unity + Resolume w/ Spout,https://www.youtube.com/watch?v=RcLqbl2HUdI,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",4634,2016-08-11,-20.52,94.55,104.38
ctrldchaos,Resolume Wire Slit Scan Breakdown,https://www.youtube.com/watch?v=X7xSsJExt7A,"Beginner Guides (Beginner Guides, Resolume Wire Generative Patches)",4575,2022-08-10,0.05,-50.45,-12.14
DocOptic,"Kinetic Shifts: HD VJ Loops/Clips/Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=45rM-JPDr-Y,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",4575,2014-08-12,-118.46,-24.13,-47.95
Zwobotmax,Zwobot Guide - Record visuals with OBS and Spout (WIN),https://www.youtube.com/watch?v=LuvRp0Q-YIc,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",4528,2018-08-11,1.24,97.03,112.19
Mowgli TV,Resolume Tutorial - Reusing Effects Stacks & Generative clips,https://www.youtube.com/watch?v=4odeS9o3aEI,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing, Resolume Wire Generative Patches)",4506,2023-08-10,-37.82,-43.57,-1.68
VJ Academy,Master Advanced Output in Resolume | Full Beginner Walkthrough,https://www.youtube.com/watch?v=Wi04vMitZ48,"Beginner Guides (Beginner Guides, Decks, Clips & Layer Mixing, Projection Mapping & Advanced Output)",4410,2025-09-13,60.46,95.05,33.05
CAZZE sisco,tuto spout resolume heavym,https://www.youtube.com/watch?v=68m4GRdxHfg,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",4400,2016-08-11,12.36,84.8,74.54
Resolume VJ Software,Resolume Arena Tutorial - Deck Menu,https://www.youtube.com/watch?v=5_BnNF4o5Mc,Beginner Guides (Beginner Guides),4329,2024-08-09,54.56,20.43,5.75
Ryan Whitmer,Resolume video router,https://www.youtube.com/watch?v=fbKQB-iHl2A,Beginner Guides (Beginner Guides),4327,2018-08-11,71.57,-2.28,21.67
Juicebar,Resolume Plugin: Morphogenesis,https://www.youtube.com/watch?v=eY78zvSVqXE,Beginner Guides (Beginner Guides),4309,2021-08-10,71.33,-17.14,6.84
Resolume VJ Software,Resolume Arena Tutorial - Syphon,https://www.youtube.com/watch?v=kGqTF32cKRE,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",4191,2025-08-09,-18.75,96.13,64.64
VFX Mehra,How To Make Gold Outline Plugin In Resolume Wire,https://www.youtube.com/watch?v=rgwkGndUDQA,Resolume Wire Generative Patches (Resolume Wire Generative Patches),4186,2025-08-09,-0.12,-80.61,-29.37
Resolume VJ Software,Resolume Arena Tutorial - Effect Bypass,https://www.youtube.com/watch?v=4rjAVoGZwjA,Beginner Guides (Beginner Guides),4166,2025-09-13,43.43,17.67,-10.7
MNVR,"UE4ToSpout - UE4, Spout to Resolume Installation",https://www.youtube.com/watch?v=Stgqj5KCD9E,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",4162,2016-08-11,-21.79,76.86,91.64
ioGenerative,Resolume Generative Visuals by ioGenerative,https://www.youtube.com/watch?v=72j1qcIP0-s,Resolume Wire Generative Patches (Resolume Wire Generative Patches),4100,2022-08-10,0.31,-103.07,12.17
Resolume VJ Software,Resolume Arena Tutorial -Transitions,https://www.youtube.com/watch?v=ixqpKF3g1sQ,Beginner Guides (Beginner Guides),4091,2026-06-10,51.16,38.01,9.66
vjleo,resolume avenue BPM Sync problem?,https://www.youtube.com/watch?v=d5VFMv_q63Q,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing, BPM Sync & Audio Reactivity)",4074,2009-08-13,-29.95,0.39,57.71
Mowgli TV,Sync Music & Visuals - Sound Reactive Visuals in Resolume - 5 Pro tips tutorial,https://www.youtube.com/watch?v=D710Df9mYQM,BPM Sync & Audio Reactivity (BPM Sync & Audio Reactivity),4010,2025-11-12,-10.08,-44.45,83.05
Resolume VJ Software,Resolume Avenue Tutorial - Creating a Vintage Live Show,https://www.youtube.com/watch?v=oJGjuZeJlcM,"Beginner Guides (Beginner Guides, Decks, Clips & Layer Mixing)",3569,2026-02-10,63.59,45.4,89.57
Sean Bowes,CLOAKING | MAKING MUSIC VISUAL - Interview Series | How to make Concert Visuals,https://www.youtube.com/watch?v=cnm41AxEYas,"Beginner Guides (Beginner Guides, Decks, Clips & Layer Mixing)",3556,2021-08-10,47.43,-9.79,100.04
Resolume VJ Software,Resolume Arena Tutorial - How to use LUTs,https://www.youtube.com/watch?v=2FMb2XkJNtM,Beginner Guides (Beginner Guides),3511,2025-08-09,45.83,23.47,24.23
Resolume VJ Software,Resolume Arena Tutorial - Advanced Texture Sharing,https://www.youtube.com/watch?v=2yiJU0FpkPY,Projection Mapping & Advanced Output (Projection Mapping & Advanced Output),3450,2025-08-09,77.4,36.45,-75.91
ioGenerative,Creating Better Resolume Generative Tunnel Visuals,https://www.youtube.com/watch?v=4WSLL2w8e-c,Resolume Wire Generative Patches (Resolume Wire Generative Patches),3422,2022-08-10,-13.83,-103.7,26.48
찬기누설,[Projection Mapping] Share screen plugins - Spout & Syphon,https://www.youtube.com/watch?v=So59wXEhq40,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, NDI, Spout & Video Routing)",3360,2019-08-11,21.14,103.05,-96.95
Etowner,Setting up Spout in Processing How to,https://www.youtube.com/watch?v=RdcEeH_tfRM,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",3323,2016-08-11,-15.56,57.78,92.67
Sean Bowes,SANDY MEIDINGER | ILLENIUM VJ Interview,https://www.youtube.com/watch?v=Ac1QcRmjBe4,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",3316,2022-08-10,-89.18,23.26,13.07
Pixel bar Jack,"DMX 3D metro tubes support Madmapper, Madrix,Arena Resolume, Avolites, Arkaos etc.",https://www.youtube.com/watch?v=0FlUUZRLHUQ,DMX Lighting Control (DMX Lighting Control),3177,2022-08-10,13.79,-20.35,-89.8
Resolume VJ Software,Resolume Arena Tutorial - Setlists,https://www.youtube.com/watch?v=0lNHDVpo59c,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",3123,2026-03-12,-69.95,8.88,21.12
Resolume VJ Software,Resolume Wire Tutorial - Quickstart (Learn the basics in 8 Minutes),https://www.youtube.com/watch?v=6ge5ngm4vsQ,"Beginner Guides (Beginner Guides, Resolume Wire Generative Patches)",3103,2026-03-12,6.38,-49.47,-24.37
Resolume VJ Software,Resolume Video Training: 7.2 Structure Mapping,https://www.youtube.com/watch?v=USHvltCIR1c,Projection Mapping & Advanced Output (Projection Mapping & Advanced Output),3045,2019-08-11,23.52,61.23,-88.66
Sean Bowes,"KELLY FIN | MSG Sphere, XR, VJing & Beyond | VJ Interview",https://www.youtube.com/watch?v=dideVahLW2g,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",2996,2024-08-09,-89.73,38.74,24.88
DocOptic,"Flospasm: HD VJ Loops/Clips/Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=pg3K4X64oPU,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",2943,2016-08-11,-113.25,-8.26,-22.55
Resolume VJ Software,Resolume Wire Tutorial - Feedback Loops,https://www.youtube.com/watch?v=4pqbVEACPDg,Resolume Wire Generative Patches (Resolume Wire Generative Patches),2920,2025-08-09,22.46,-99.17,13.97
DocOptic,"Radiant Nights (Trailer): HD Visuals for Resolume, ArKaos, Serato Video, VDMX, CoGe, Modul8, etc.",https://www.youtube.com/watch?v=7ALouHMPQyk,Beginner Guides (Beginner Guides),2902,2019-08-11,111.92,-30.07,60.95
DocOptic,"Dream Fields: HD VJ Loops/Visuals for Resolume, VDMX, MixEmergency, CoGe, Serato Video, etc.",https://www.youtube.com/watch?v=kESiewHvAFI,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",2888,2015-08-12,-100.49,-19.14,-36.27
Alexey Ushakov,[Resolume Generative Tutorial] 11 - Liquid Sphere,https://www.youtube.com/watch?v=AeM-yhxJDIo,Resolume Wire Generative Patches (Resolume Wire Generative Patches),2648,2018-08-11,9.39,-101.88,33.0
Mowgli TV,5 tips for awesome VJ clips - Resolume,https://www.youtube.com/watch?v=00L81WUM678,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",2648,2024-08-09,-71.73,22.77,9.07
Resolume VJ Software,Resolume Arena Tutorial - Previews,https://www.youtube.com/watch?v=istcLe_KG6Q,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing, Projection Mapping & Advanced Output)",2623,2026-04-11,-81.71,59.93,-23.56
Gnomalab Estudio,Touchdesigner FX server to VDMX via Syphon or Spout,https://www.youtube.com/watch?v=862ebR0Iczs,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",2614,2018-08-11,6.31,118.8,75.64
DocOptic,"Chromacurrents (Trailer): HD Visuals for Resolume, ArKaos, Serato Video, VDMX, CoGe, Modul8, etc.",https://www.youtube.com/watch?v=-sDlltWTtfw,Beginner Guides (Beginner Guides),2569,2018-08-11,106.8,-42.41,55.26
DocOptic,"Sound Supplies (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=EtF6GVrsU8g,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",2562,2014-08-12,-85.63,-39.82,-45.33
Resolume VJ Software,Resolume Wire 7.14 Tutorial - Flow Types,https://www.youtube.com/watch?v=-t86xNtUAMk,Resolume Wire Generative Patches (Resolume Wire Generative Patches),2520,2023-08-10,8.75,-67.75,9.92
VJ Academy,Resolume Arena for Beginners | Install & Interface Guide,https://www.youtube.com/watch?v=WfT2u0o1V2A,Beginner Guides (Beginner Guides),2485,2026-05-11,65.63,11.26,-40.08
Sean Bowes,Hypnotizing a Raver | Joris De Jong | Pro VJ Interview Clip,https://www.youtube.com/watch?v=O3ft6XxXB5U,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",2449,2024-08-09,-107.94,23.78,27.88
DocOptic,"Geoburst (Trailer): One-shot HD Visuals for Resolume, VDMX, MixEmergency, CoGe, Serato Video, etc.",https://www.youtube.com/watch?v=tT2X2xedPBA,Beginner Guides (Beginner Guides),2373,2015-08-12,88.74,-31.87,65.06
pixelkulisse,wireless syphon stream pixelmapping to a raspberry pi,https://www.youtube.com/watch?v=nrl_D6ipTGk,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, Pixel Mapping & LED Fixtures, NDI, Spout & Video Routing)",2371,2019-08-11,-7.55,81.89,-85.76
Sean Bowes,Getting Paid as a Freelance Motion Designer | Day Rates Explained,https://www.youtube.com/watch?v=UmdNoDuoiMk,Beginner Guides (Beginner Guides),2370,2021-08-10,45.52,-7.49,-31.99
Nat Spir,Resolume Plugin - NSKernel,https://www.youtube.com/watch?v=_zXS49Eu2dw,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",2347,2018-08-11,-29.68,80.58,70.34
Chris Monson,Pixel Mapping Tutorial 2 - DMX,https://www.youtube.com/watch?v=68IhZl6ZHGY,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, DMX Lighting Control, Pixel Mapping & LED Fixtures)",2240,2019-08-11,-2.36,49.51,-68.05
Resolume VJ Software,Resolume Arena Tutorial - Autopilot Compensate Transition Time,https://www.youtube.com/watch?v=P9_pdGmM77w,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",2219,2026-07-10,-45.78,-0.18,23.74
DocOptic,"Polyphonics (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=B9u8nOPVZ_8,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",2212,2014-08-12,-83.89,-31.33,-29.99
Jacob Mesick,Blender Spout Tutorial,https://www.youtube.com/watch?v=bembkNHlO58,"Beginner Guides (Beginner Guides, Decks, Clips & Layer Mixing, NDI, Spout & Video Routing)",2180,2024-08-09,16.57,44.6,97.83
DocOptic,"Glowzones (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=ORERHd7Kxu0,Beginner Guides (Beginner Guides),2157,2017-08-11,86.61,-46.97,74.6
KEN KOMURO,UE4: DMX Pixel Mapping performance - UE4 vs Resolume,https://www.youtube.com/watch?v=lmGpHvkc51o,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, DMX Lighting Control, Pixel Mapping & LED Fixtures)",2122,2021-08-10,8.52,34.95,-62.38
Amazing Max Stuff,How to record visuals from RedAndBlue - Spout/Syphon Sender,https://www.youtube.com/watch?v=RAvBuMbKaQ4,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",2065,2019-08-11,-6.06,109.07,95.68
Sunhouse,Using Sensory Percussion to Control Visuals in Resolume Arena,https://www.youtube.com/watch?v=0z4QwXjH5CI,Beginner Guides (Beginner Guides),2059,2022-08-10,28.32,-22.66,-13.84
DocOptic,"Strangescapes (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=7SjHtht5jDU,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",1931,2014-08-12,-97.75,-42.64,-27.53
DocOptic,"Flospasm (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=ExOYTAeTGtU,Beginner Guides (Beginner Guides),1920,2016-08-11,94.46,-28.94,83.13
Sean Bowes,"JAKE KEENAN | VJing for Kayzo, Flume, A$AP Rocky, & More!",https://www.youtube.com/watch?v=HUOv5Z3i_Ic,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",1883,2022-08-10,-76.77,23.12,28.15
Zunayed Sabbir Ahmed,Boost Your VJ Sets with These 7 Resolume Hacks,https://www.youtube.com/watch?v=p_ZfOUR8c2w,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",1882,2026-02-10,-87.78,7.76,20.26
Resolume VJ Software,Resolume Weekly 2,https://www.youtube.com/watch?v=zRwGiUdUV9k,Beginner Guides (Beginner Guides),1876,2021-08-10,70.81,-20.43,-20.25
ANUPAM ACHHAMI,Synchronizing  the video with audio bpm (setting time),https://www.youtube.com/watch?v=UbvqEvx7tCE,BPM Sync & Audio Reactivity (BPM Sync & Audio Reactivity),1867,2017-08-11,-29.42,-15.44,120.0
DocOptic,"Cosmic Garden (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=bGB0qNIEXPU,Beginner Guides (Beginner Guides),1826,2014-08-12,88.74,-31.87,65.06
DocOptic,"Kinetic Shifts (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=ozuNW7P7JQs,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",1774,2014-08-12,-108.04,-36.7,-52.54
Resolume VJ Software,Resolume Wire Session - Video Synthesis,https://www.youtube.com/watch?v=nBCTErEIvj4,Resolume Wire Generative Patches (Resolume Wire Generative Patches),1730,2026-02-10,-5.41,-74.7,-9.11
Derek Nickell,Hexagonal Pixel Mapping - Resolume + DMX Programming,https://www.youtube.com/watch?v=xhvaEZchfEo,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, DMX Lighting Control, Pixel Mapping & LED Fixtures)",1642,2018-08-11,-2.41,46.46,-51.0
DocOptic,"Tracearrays (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=b1fyDYec9M0,Beginner Guides (Beginner Guides),1640,2016-08-11,88.74,-31.87,65.06
Resolume VJ Software,Resolume Wire Tutorial - Texture from Data,https://www.youtube.com/watch?v=FUkENC-jUMw,Resolume Wire Generative Patches (Resolume Wire Generative Patches),1579,2026-02-10,-1.23,-86.01,22.83
Mowgli TV,Master Resolume - Layering Techniques for Performance,https://www.youtube.com/watch?v=3aAp0oeaqJ8,BPM Sync & Audio Reactivity (BPM Sync & Audio Reactivity),1574,2025-08-09,-30.64,-53.14,96.18
Sean Bowes,"DREW BEST | IMMANENT, the Rise of US Dubstep, VJing Coachella, Freelancing Advice & more!",https://www.youtube.com/watch?v=VhpUfEplf7g,Beginner Guides (Beginner Guides),1525,2022-08-10,96.39,-10.39,15.16
DocOptic,"Hard Edges (Trailer): HD Visuals for Resolume, Serato Video, VDMX, MixEmergency, CoGe, etc.",https://www.youtube.com/watch?v=wC9k3Akkbho,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing, Resolume Wire Generative Patches)",1394,2014-08-12,-68.66,-49.85,-15.38
Resolume VJ Software,Resolume Weekly 6,https://www.youtube.com/watch?v=GoR-typjyMo,Beginner Guides (Beginner Guides),1393,2021-08-10,70.81,-20.43,-20.25
Mason Liu,TC809 Artnet Controller For Resolume Arena Programming,https://www.youtube.com/watch?v=_9Akt3Sm_Oo,DMX Lighting Control (DMX Lighting Control),1377,2023-08-10,-0.25,-6.58,-94.15
CAZZE sisco,tuto spout resolume heavym,https://www.youtube.com/watch?v=QwphVFnKLX4,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",1340,2016-08-11,12.36,84.8,74.54
Anakadam Syndicate,LED PIXEL MAPPING with Resolume- Led Digital - Resolume - Led pixel mapping,https://www.youtube.com/watch?v=zen0wnsn3LE,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, Pixel Mapping & LED Fixtures)",1329,2020-08-10,-9.56,71.3,-38.11
Norimichi Tomita,[Resolume plugin] Auto BPM Detection (FFGL/Mac only),https://www.youtube.com/watch?v=aLMWW3pcduA,BPM Sync & Audio Reactivity (BPM Sync & Audio Reactivity),1298,2023-08-10,-45.08,-23.68,106.12
Norimichi Tomita,[Resolume plugin] 3D Flag (made with Wire),https://www.youtube.com/watch?v=51vkNgL0i8Q,Resolume Wire Generative Patches (Resolume Wire Generative Patches),1297,2023-08-10,-10.21,-107.79,-8.9
Sean Bowes,"BRETT BOLTON | Personal Projects to Popstars, Realtime Concert Visuals Pro | Interview Series",https://www.youtube.com/watch?v=QJdJlpkRGNI,Beginner Guides (Beginner Guides),1285,2022-08-10,38.44,-30.53,71.3
Rosa Beams [MFE HGW],resolume into heavym using spout,https://www.youtube.com/watch?v=cWyS4BqcOE0,"NDI, Spout & Video Routing (NDI, Spout & Video Routing)",1242,2021-08-10,1.47,70.17,86.28
Zunayed Sabbir Ahmed,LIVE #Resolume Chit-chat and Q&A Session - 2 | #VJ #TUTORIAL #TIPS,https://www.youtube.com/watch?v=f5WPGLbtn1I,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing)",1217,2024-08-09,-59.19,32.83,16.18
Zoltán Pálffy,wipe right Resolume,https://www.youtube.com/watch?v=R0uErpd6jN0,Beginner Guides (Beginner Guides),1202,2018-08-11,87.31,8.63,3.91
vj vision,resolume arena tutorial part 1,https://www.youtube.com/watch?v=cNt5i2aKYTw,Beginner Guides (Beginner Guides),1126,2024-08-09,44.16,10.6,8.98
Sean Bowes,OFER ZMORA | MAKING MUSIC VISUAL - Interview Series | How to make Concert Visuals,https://www.youtube.com/watch?v=bpBbTPi3RZQ,Beginner Guides (Beginner Guides),1090,2021-08-10,48.65,-24.29,91.72
LED Pixel Lighting Cathy Zhang,Recording lighting effect manually on Artnet controller with Madrix pixel mapping software,https://www.youtube.com/watch?v=Gjjur8LOmW4,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, DMX Lighting Control, Pixel Mapping & LED Fixtures)",1082,2021-08-10,-14.33,52.12,-83.47
DJ SupRRRano,Syncing Resolume Arena 7 with Denon Prime 4 controller,https://www.youtube.com/watch?v=0Bq70C_G5uA,Beginner Guides (Beginner Guides),1038,2020-08-10,24.99,44.7,20.01
MR_TBOT,TBOT's Intensity Generator v1.1- Resolume Wire Patch - Tutorial,https://www.youtube.com/watch?v=TureMiZjaS4,Resolume Wire Generative Patches (Resolume Wire Generative Patches),939,2023-08-10,19.03,-90.73,-25.02
Protopixel,ProtoPixel Tutorial #2: Resolume Arena and ProtoPixel Create,https://www.youtube.com/watch?v=SRjXNcV0Gz8,Beginner Guides (Beginner Guides),900,2018-08-11,7.2,22.92,-2.74
VJ Academy,Layers | Beginner Resolume Tutorial,https://www.youtube.com/watch?v=_f4gsAzCe4c,"Beginner Guides (Beginner Guides, Decks, Clips & Layer Mixing)",843,2026-06-10,40.93,44.21,86.1
TITAN ONE AVOLITES,FITA LED PIXEL MAPPING RESOLUME ARENA 6,https://www.youtube.com/watch?v=x4qpftoWgBE,"Projection Mapping & Advanced Output (Projection Mapping & Advanced Output, Pixel Mapping & LED Fixtures)",820,2019-08-11,4.68,81.4,-42.75
Sean Bowes,RAUXRAUX | MAKING MUSIC VISUAL - Interview Series | How to make Concert Visuals,https://www.youtube.com/watch?v=Iz6K3VvCPYM,"Beginner Guides (Beginner Guides, Decks, Clips & Layer Mixing)",782,2021-08-10,47.43,-9.79,100.04
MR_TBOT,TBOT's Feedback Machine v1.4 Resolume Wire Patch Tutorial,https://www.youtube.com/watch?v=XhdNyoae_Zs,Resolume Wire Generative Patches (Resolume Wire Generative Patches),780,2023-08-10,30.53,-95.09,-7.55
MR_TBOT,TBOT's Feedback Machine v1.5 - Resolume Wire Patch - Hands-on Tutorial - ONE HOUR!,https://www.youtube.com/watch?v=84li33sLwNw,Resolume Wire Generative Patches (Resolume Wire Generative Patches),750,2023-08-10,30.53,-95.09,-7.55
VJ Academy,The First HUD-Style Plugin for Resolume | Created in Wire,https://www.youtube.com/watch?v=6O0YFpelI5A,"Decks, Clips & Layer Mixing (Decks, Clips & Layer Mixing, Resolume Wire Generative Patches)",750,2025-10-13,-51.87,-33.78,-5.89
Josh Earl,Audio analysis and effects triggering with Resolume,https://www.youtube.com/watch?v=03XiEZlMnH8,Beginner Guides (Beginner Guides),737,2019-08-11,5.59,-8.78,8.38
